"Wscore","Lscore","Winning_team","Team1","Team2","Game_num1","Game_num2","Avg_score1","Avg_score2","Avg_allow1","Avg_allow2","dif","Team1_wins","Team2_wins","Team1_pct","Team2_pct","home"
78,69,"2",1181,1257,18,18,84.47058824,75.64705882,65.88235294,61.94117647,-9,14,14,0.777777777777778,0.777777777777778,"2"
79,78,"1",1258,1339,16,16,70.73333333,70.86666667,72,73.86666667,1,7,8,0.4375,0.5,"2"
71,55,"2",1216,1262,18,18,70.47058824,78.47058824,79.41176471,81.17647059,-16,5,7,0.277777777777778,0.388888888888889,"2"
83,58,"2",1177,1266,18,17,71,83.9375,71.17647059,72.9375,-25,8,11,0.444444444444444,0.647058823529412,"2"
62,56,"2",1228,1268,17,17,76.5625,74.9375,73,66.9375,-6,11,14,0.647058823529412,0.823529411764706,"1"
62,56,"1",1272,1378,18,16,79.82352941,67.06666667,70.64705882,70.6,6,12,6,0.666666666666667,0.375,"1"
72,46,"2",1338,1274,18,16,81.23529412,72.8,76.41176471,60.2,-26,12,11,0.666666666666667,0.6875,"1"
91,85,"1",1276,1304,18,16,74.35294118,71.53333333,65.11764706,72.4,6,11,8,0.611111111111111,0.5,"1"
67,59,"2",1401,1280,16,16,74.33333333,74.93333333,67.73333333,67.33333333,-8,9,11,0.5625,0.6875,"2"
90,83,"1",1284,1310,18,18,79.52941176,74.47058824,75.35294118,78.17647059,7,12,5,0.666666666666667,0.277777777777778,"2"
76,70,"2",1315,1285,13,19,75.25,72.83333333,76.08333333,71.38888889,-6,6,9,0.461538461538462,0.473684210526316,"2"
68,53,"1",1286,1294,17,15,79,69.21428571,81.9375,74.42857143,15,4,5,0.235294117647059,0.333333333333333,"1"
87,85,"1",1287,1398,16,16,77.2,68.73333333,81.2,65.8,2,4,10,0.25,0.625,"1"
84,77,"1",1290,1108,17,13,64.875,59.08333333,87.375,72.16666667,7,1,2,0.0588235294117647,0.153846153846154,"2"
78,72,"1",1291,1384,19,16,66.88888889,72.4,73.05555556,76.33333333,6,6,5,0.315789473684211,0.3125,"1"
91,76,"2",1443,1292,19,17,68.55555556,72,72.16666667,64.9375,-15,9,13,0.473684210526316,0.764705882352941,"2"
67,59,"1",1293,1188,17,17,77.6875,68.25,76.625,77.75,8,7,4,0.411764705882353,0.235294117647059,"2"
69,52,"1",1296,1132,14,16,70.53846154,72.33333333,69.84615385,74,17,7,6,0.5,0.375,"2"
88,51,"2",1248,1298,16,17,66.93333333,62.8125,78.33333333,66.0625,-37,5,6,0.3125,0.352941176470588,"1"
72,57,"2",1313,1300,15,14,63.78571429,69.69230769,76.92857143,66.30769231,-15,2,7,0.133333333333333,0.5,"1"
86,72,"2",1442,1303,15,18,68.85714286,79.82352941,75.92857143,84.58823529,-14,4,8,0.266666666666667,0.444444444444444,"2"
89,74,"2",1461,1305,16,18,78.73333333,79.41176471,75.33333333,72.17647059,-15,10,14,0.625,0.777777777777778,"1"
73,66,"2",1127,1306,16,14,66.46666667,65.53846154,72.6,67.76923077,-7,6,7,0.375,0.5,"2"
84,71,"2",1161,1307,16,18,71.46666667,75.82352941,66.46666667,74,-13,9,9,0.5625,0.5,"1"
63,58,"2",1167,1308,15,17,69.71428571,76.5,65.71428571,68.125,-5,8,14,0.533333333333333,0.823529411764706,"2"
84,78,"1",1312,1316,17,16,72.375,67.6,76.4375,79.93333333,6,6,3,0.352941176470588,0.1875,"1"
96,83,"2",1199,1314,18,18,86.70588235,88.41176471,68.94117647,70.11764706,-13,16,14,0.888888888888889,0.777777777777778,"2"
76,71,"1",1323,1439,18,17,81.41176471,83.3125,66.41176471,72.125,5,15,13,0.833333333333333,0.764705882352941,"2"
84,75,"2",1403,1328,17,16,78.1875,74.8,62.875,73,-9,13,6,0.764705882352941,0.375,"2"
85,43,"1",1332,1333,17,17,79.125,64.5625,65.125,70.25,42,14,3,0.823529411764706,0.176470588235294,"1"
52,50,"1",1336,1278,18,19,73.88235294,75.66666667,69.94117647,66.5,2,10,15,0.555555555555556,0.789473684210526,"1"
88,77,"2",1381,1340,16,12,75.2,80.81818182,85.46666667,79.63636364,-11,2,6,0.125,0.5,"1"
63,56,"1",1341,1238,16,15,62.93333333,62.35714286,80.53333333,69.78571429,7,1,5,0.0625,0.333333333333333,"1"
66,58,"2",1463,1343,14,15,73.76923077,72.85714286,69.07692308,67.35714286,-8,8,8,0.571428571428571,0.533333333333333,"2"
65,61,"1",1344,1371,19,17,69.16666667,77.625,64.33333333,69.6875,4,11,12,0.578947368421053,0.705882352941177,"1"
97,91,"2",1233,1346,18,18,77.47058824,74.17647059,74.88235294,78.88235294,-6,10,6,0.555555555555556,0.333333333333333,"2"
101,79,"1",1349,1317,16,15,82.13333333,64.71428571,76.26666667,70.28571429,22,9,4,0.5625,0.266666666666667,"1"
70,66,"1",1350,1386,17,16,73.5625,71.2,70.1875,72.13333333,4,10,8,0.588235294117647,0.5,"2"
78,74,"1",1354,1126,13,15,59.5,69.07142857,83.33333333,83.64285714,4,1,1,0.0769230769230769,0.0666666666666667,"1"
73,61,"1",1356,1191,18,17,70.76470588,67.8125,71.11764706,66.125,12,9,8,0.5,0.470588235294118,"2"
112,110,"2",1136,1357,17,19,72,71.16666667,79.8125,77.05555556,-2,4,7,0.235294117647059,0.368421052631579,"1"
77,68,"1",1358,1322,15,12,70.71428571,71.27272727,74.78571429,81.09090909,9,8,3,0.533333333333333,0.25,"2"
98,90,"1",1359,1154,17,17,75.125,88.375,71.4375,100.5625,8,10,6,0.588235294117647,0.352941176470588,"2"
88,75,"1",1360,1140,17,19,68.9375,83.88888889,71.625,72.94444444,13,7,13,0.411764705882353,0.684210526315789,"1"
74,55,"2",1429,1361,16,16,74.26666667,69.6,73.73333333,63.8,-19,7,8,0.4375,0.5,"2"
72,51,"2",1334,1362,18,18,68.41176471,75,72.58823529,71.82352941,-21,7,10,0.388888888888889,0.555555555555556,"2"
89,85,"2",1102,1363,16,14,74.6,68.23076923,74.4,71.69230769,-4,7,6,0.4375,0.428571428571429,"1"
58,53,"2",1142,1364,15,14,65.5,63.23076923,74.85714286,77.23076923,-5,3,1,0.2,0.0714285714285714,"2"
75,61,"1",1365,1337,18,17,66.35294118,69.75,65.52941176,79.5625,14,8,4,0.444444444444444,0.235294117647059,"2"
93,88,"2",1197,1366,15,15,66.85714286,81.85714286,80.71428571,100.4285714,-5,2,2,0.133333333333333,0.133333333333333,"2"
73,66,"2",1239,1367,16,16,74.33333333,74.46666667,72.93333333,77.4,-7,9,7,0.5625,0.4375,"2"
65,50,"1",1370,1152,15,18,70.71428571,63,77,78.11764706,15,5,3,0.333333333333333,0.166666666666667,"1"
80,60,"1",1372,1311,14,14,64.46153846,72.69230769,69.46153846,85.23076923,20,4,5,0.285714285714286,0.357142857142857,"1"
72,67,"1",1375,1402,15,14,70.92857143,66.61538462,72.92857143,65.61538462,5,6,7,0.4,0.5,"1"
67,56,"1",1376,1279,16,17,70.8,77.9375,59.86666667,76.9375,11,12,10,0.75,0.588235294117647,"1"
66,63,"2",1236,1377,16,19,86,73.72222222,79.33333333,73.33333333,-3,11,10,0.6875,0.526315789473684,"2"
76,75,"2",1115,1380,16,15,59.86666667,70.92857143,75.26666667,75.71428571,-1,3,4,0.1875,0.266666666666667,"2"
73,53,"2",1200,1382,17,17,65.1875,82.75,67.625,77.875,-20,6,10,0.352941176470588,0.588235294117647,"Neutral"
63,56,"2",1206,1387,17,17,74.6875,61,70.125,72.6875,-7,11,4,0.647058823529412,0.235294117647059,"1"
76,69,"2",1449,1390,17,17,82.3125,68.9375,78.375,70.5625,-7,8,8,0.470588235294118,0.470588235294118,"2"
74,54,"1",1392,1263,16,18,69,68.52941176,73.2,79.23529412,20,7,4,0.4375,0.222222222222222,"2"
76,53,"2",1130,1393,18,18,74.52941176,76.35294118,73.52941176,66.76470588,-23,9,10,0.5,0.555555555555556,"2"
88,81,"1",1394,1146,13,18,71.66666667,70.64705882,75.58333333,84.23529412,7,5,4,0.384615384615385,0.222222222222222,"1"
84,77,"1",1395,1235,16,16,76.73333333,81.86666667,65.4,65.73333333,7,12,11,0.75,0.6875,"1"
87,75,"1",1397,1435,16,17,75.73333333,72.8125,73.13333333,69.8125,12,7,8,0.4375,0.470588235294118,"2"
79,69,"1",1404,1369,18,18,75.23529412,71.94117647,78.52941176,75.35294118,10,9,5,0.5,0.277777777777778,"1"
74,67,"1",1406,1318,18,18,69.76470588,75.23529412,68.58823529,68.94117647,7,8,12,0.444444444444444,0.666666666666667,"1"
93,71,"2",1426,1407,15,16,74.21428571,74.66666667,69.71428571,73.33333333,-22,10,7,0.666666666666667,0.4375,"2"
70,68,"1",1409,1396,16,19,68.4,70.83333333,68.4,71.05555556,2,8,10,0.5,0.526315789473684,"2"
76,55,"2",1212,1411,15,17,66,71.5,79.71428571,80.3125,-21,4,7,0.266666666666667,0.411764705882353,"2"
94,78,"1",1412,1267,17,18,70.1875,88.47058824,69.0625,85.47058824,16,9,10,0.529411764705882,0.555555555555556,"1"
71,68,"2",1169,1413,15,17,77.28571429,68.75,82.85714286,69.875,-3,6,8,0.4,0.470588235294118,"1"
87,67,"1",1414,1168,18,15,66,75.71428571,68.05882353,78.85714286,20,8,6,0.444444444444444,0.4,"1"
77,70,"2",1222,1416,18,17,76.11764706,68.125,61.94117647,57.5,-7,13,12,0.722222222222222,0.705882352941177,"2"
83,82,"1",1417,1428,19,15,93.44444444,79.28571429,74.94444444,69,1,17,10,0.894736842105263,0.666666666666667,"2"
76,67,"2",1149,1421,14,17,69.92307692,73.5625,80.92307692,70.8125,-9,2,10,0.142857142857143,0.588235294117647,"1"
91,82,"2",1440,1422,14,16,67.15384615,70.6,81.23076923,67.86666667,-9,2,10,0.142857142857143,0.625,"1"
84,76,"1",1423,1220,17,18,83.8125,77.52941176,72.75,78.05882353,8,14,8,0.823529411764706,0.444444444444444,"1"
57,55,"2",1198,1427,16,16,69.13333333,64.26666667,74.2,68.6,-2,2,6,0.125,0.375,"2"
86,76,"1",1430,1282,15,18,77.35714286,73.58823529,80.71428571,81.29411765,10,5,7,0.333333333333333,0.388888888888889,"1"
66,65,"2",1194,1431,14,16,68.15384615,67.13333333,73.23076923,75.06666667,-1,3,2,0.214285714285714,0.125,"2"
78,67,"2",1156,1434,17,17,65.5625,75.375,73.1875,71.4375,-11,4,12,0.235294117647059,0.705882352941177,"1"
70,57,"1",1437,1385,18,19,79.29411765,77.11111111,62.94117647,74.44444444,13,16,8,0.888888888888889,0.421052631578947,"2"
77,73,"2",1155,1438,17,16,76.8125,69.46666667,67.25,52.13333333,-4,11,12,0.647058823529412,0.75,"1"
92,88,"1",1444,1245,15,16,72.78571429,76.4,78.14285714,71.46666667,4,4,8,0.266666666666667,0.5,"1"
53,50,"2",1352,1447,19,15,61.77777778,66.57142857,69.27777778,67.78571429,-3,6,5,0.315789473684211,0.333333333333333,"2"
70,67,"2",1186,1451,16,13,74.73333333,73.5,78.33333333,71.33333333,-3,9,6,0.5625,0.461538461538462,"2"
74,72,"1",1452,1400,17,17,90.0625,69.8125,61.8125,67.125,2,14,7,0.823529411764706,0.411764705882353,"2"
72,63,"2",1144,1457,15,15,72.71428571,77.78571429,75.21428571,73.21428571,-9,7,10,0.466666666666667,0.666666666666667,"1"
67,58,"2",1202,1459,16,15,70.26666667,72.71428571,67.4,77,-9,8,3,0.5,0.2,"2"
70,67,"1",1460,1454,17,17,71.8125,64.5625,73.5625,71.0625,3,9,4,0.529411764705882,0.235294117647059,"2"
55,46,"1",1153,1187,17,19,78.4375,62.72222222,61.5625,62.55555556,9,14,9,0.823529411764706,0.473684210526316,"2"
86,76,"2",1301,1210,18,17,81.70588235,67.125,75.88235294,67.5625,-10,12,10,0.666666666666667,0.588235294117647,"1"
76,57,"2",1353,1231,18,18,67.88235294,85.11764706,65.17647059,69.76470588,-19,10,11,0.555555555555556,0.611111111111111,"2"
79,69,"2",1203,1247,18,15,68.52941176,81.92857143,69.76470588,79.14285714,-10,9,9,0.5,0.6,"2"
77,71,"2",1283,1260,18,17,73.88235294,74.75,67.70588235,69.625,-6,11,10,0.611111111111111,0.588235294117647,"2"
79,60,"1",1320,1179,16,16,63.06666667,75.2,69.66666667,77.6,19,4,4,0.25,0.25,"1"
89,54,"1",1321,1234,19,19,74.83333333,83,64.44444444,77.38888889,35,14,11,0.736842105263158,0.578947368421053,"1"
72,67,"2",1277,1326,19,18,72.27777778,73.76470588,66.72222222,66.94117647,-5,12,10,0.631578947368421,0.555555555555556,"2"
79,77,"2",1269,1348,18,17,73.64705882,74.875,69.47058824,65.625,-2,11,10,0.611111111111111,0.588235294117647,"2"
79,75,"2",1270,1368,13,17,65.25,69.75,80.25,69.3125,-4,3,8,0.230769230769231,0.470588235294118,"2"
63,54,"2",1193,1373,15,18,77.5,71.52941176,76.71428571,74.35294118,-9,8,6,0.533333333333333,0.333333333333333,"1"
80,64,"1",1374,1408,19,17,72.44444444,70.375,59.5,78.75,16,14,4,0.736842105263158,0.235294117647059,"2"
71,65,"2",1351,1389,18,16,73.88235294,64,73.41176471,64.2,-6,11,7,0.611111111111111,0.4375,"1"
71,68,"1",1425,1160,19,17,79,74.6875,70.83333333,71.0625,3,15,9,0.789473684210526,0.529411764705882,"2"
77,50,"2",1420,1107,16,18,80,70.05882353,76,70.41176471,-27,10,8,0.625,0.444444444444444,"1"
82,64,"2",1115,1108,17,14,60.8125,60.46153846,75.3125,73.07692308,-18,3,2,0.176470588235294,0.142857142857143,"2"
82,76,"2",1197,1126,16,16,68.26666667,69.4,81.53333333,83.26666667,-6,2,1,0.125,0.0625,"1"
88,80,"2",1266,1139,18,19,83.88235294,77.22222222,72.05882353,66.16666667,-8,12,15,0.666666666666667,0.789473684210526,"2"
76,65,"2",1324,1156,17,18,78.375,65.64705882,68.875,73.47058824,-11,12,4,0.705882352941177,0.222222222222222,"1"
81,72,"1",1164,1224,18,16,58.58823529,59.4,79.17647059,74.93333333,9,3,2,0.166666666666667,0.125,"2"
72,67,"1",1166,1462,18,18,86.76470588,76.58823529,71.52941176,68.17647059,5,16,13,0.888888888888889,0.722222222222222,"2"
87,71,"2",1464,1178,18,17,75.29411765,73.5,83.41176471,85.6875,-16,6,2,0.333333333333333,0.117647058823529,"2"
62,60,"1",1204,1419,16,16,77.06666667,66.53333333,75.53333333,72.6,2,9,4,0.5625,0.25,"2"
101,86,"2",1418,1209,16,15,80.06666667,70,72.93333333,71.28571429,-15,10,7,0.625,0.466666666666667,"1"
54,44,"2",1263,1216,19,19,67.72222222,69.61111111,78.94444444,78.94444444,-10,4,5,0.210526315789474,0.263157894736842,"2"
70,65,"2",1136,1217,18,12,74.23529412,68.63636364,81.70588235,66.36363636,-5,4,6,0.222222222222222,0.5,"1"
76,72,"2",1235,1242,17,18,81.5625,86.35294118,66.875,70.35294118,-4,11,16,0.647058823529412,0.888888888888889,"1"
77,69,"1",1259,1131,16,17,65.93333333,74.6875,71.4,71.6875,8,7,9,0.4375,0.529411764705882,"1"
93,87,"1",1265,1310,19,19,68.61111111,74.94444444,79.27777778,78.83333333,6,5,5,0.263157894736842,0.263157894736842,"2"
76,72,"2",1145,1284,19,19,81.38888889,80.11111111,79.38888889,75.77777778,-4,12,13,0.631578947368421,0.684210526315789,"1"
82,53,"2",1299,1288,17,16,59.4375,64.2,72.25,74.53333333,-29,0,5,0,0.3125,"2"
64,51,"1",1300,1214,15,15,69.85714286,65.07142857,65.64285714,73.28571429,13,8,4,0.533333333333333,0.266666666666667,"2"
75,70,"2",1175,1313,17,16,63.0625,63.33333333,78.8125,76.6,-5,3,2,0.176470588235294,0.125,"1"
85,68,"1",1314,1393,19,19,88.83333333,76.33333333,70.83333333,66,17,15,11,0.789473684210526,0.578947368421053,"1"
83,76,"2",1340,1319,13,17,81.41666667,67,79.41666667,78.75,-7,7,2,0.538461538461538,0.117647058823529,"2"
94,82,"1",1341,1212,17,16,62.9375,65.26666667,79,79.46666667,12,2,4,0.117647058823529,0.25,"1"
74,56,"2",1207,1344,19,20,77.44444444,68.94736842,71.22222222,64.15789474,-18,10,12,0.526315789473684,0.6,"1"
86,82,"2",1354,1366,14,16,60.92307692,82.6,82.61538462,99.6,-4,2,3,0.142857142857143,0.1875,"1"
87,81,"1",1380,1290,16,18,71.26666667,66,75.66666667,86.76470588,6,5,2,0.3125,0.111111111111111,"1"
78,68,"1",1385,1177,20,19,76.05263158,70.27777778,74.21052632,71.83333333,10,8,8,0.4,0.421052631578947,"1"
86,75,"1",1392,1262,17,19,69.3125,78.05555556,72,79.72222222,11,8,8,0.470588235294118,0.421052631578947,"2"
75,71,"1",1402,1407,15,17,66.64285714,75.8125,66.07142857,73.1875,4,7,8,0.466666666666667,0.470588235294118,"2"
67,44,"1",1411,1238,18,16,71.76470588,61.93333333,78.82352941,69.33333333,23,8,5,0.444444444444444,0.3125,"1"
89,83,"2",1375,1426,16,16,71,74,72.53333333,71.26666667,-6,7,10,0.4375,0.625,"1"
80,56,"1",1434,1453,18,16,75.52941176,78.46666667,71.17647059,78.86666667,24,13,9,0.722222222222222,0.5625,"1"
71,59,"1",1436,1306,19,15,73.61111111,66.07142857,67.5,67.64285714,12,13,8,0.684210526315789,0.533333333333333,"2"
76,46,"2",1371,1437,18,19,76.64705882,78.77777778,69.41176471,62.61111111,-30,12,17,0.666666666666667,0.894736842105263,"2"
83,68,"1",1103,1325,17,15,77.9375,75.35714286,70.625,66.35714286,15,13,10,0.764705882352941,0.666666666666667,"1"
62,60,"2",1401,1116,17,18,73.375,82.23529412,67.6875,73.29411765,-2,9,13,0.529411764705882,0.722222222222222,"1"
98,83,"1",1123,1141,17,16,77.625,85.93333333,73.125,85.6,15,10,9,0.588235294117647,0.5625,"1"
74,64,"2",1400,1124,18,17,69.94117647,74.6875,67.52941176,61.125,-10,7,15,0.388888888888889,0.882352941176471,"2"
82,69,"2",1245,1138,17,16,77.125,73.6,72.75,77.2,-13,8,5,0.470588235294118,0.3125,"1"
86,80,"2",1444,1185,16,14,74.06666667,76.76923077,78.8,74.92307692,-6,5,7,0.3125,0.5,"2"
76,68,"1",1208,1435,17,18,73,72.94117647,67.5625,70.82352941,8,10,8,0.588235294117647,0.444444444444444,"1"
71,57,"1",1227,1454,17,18,75.3125,64.70588235,74.4375,71,14,8,4,0.470588235294118,0.222222222222222,"1"
82,67,"1",1233,1264,19,19,78.22222222,73.72222222,76.11111111,78.61111111,15,10,7,0.526315789473684,0.368421052631579,"2"
88,81,"2",1280,1246,17,18,74.4375,93.64705882,66.8125,71.70588235,-7,12,15,0.705882352941177,0.833333333333333,"1"
80,69,"1",1279,1397,18,17,76.64705882,76.4375,76.35294118,73.25,11,10,8,0.555555555555556,0.470588235294118,"1"
62,58,"2",1275,1296,16,15,72.2,70.42857143,76.33333333,68.57142857,-4,6,8,0.375,0.533333333333333,"2"
79,74,"2",1338,1301,19,19,79.27777778,81.38888889,76.16666667,76.44444444,-5,12,12,0.631578947368421,0.631578947368421,"2"
81,70,"2",1129,1307,16,19,74.8,76.27777778,69,73.83333333,-11,10,10,0.625,0.526315789473684,"1"
91,68,"2",1228,1345,18,19,75.35294118,82.61111111,72.35294118,66.33333333,-23,11,14,0.611111111111111,0.736842105263158,"2"
64,51,"1",1361,1424,17,19,69.875,71.83333333,63.25,74.44444444,13,9,9,0.529411764705882,0.473684210526316,"2"
78,68,"2",1351,1373,19,19,73.38888889,71.05555556,73.27777778,73.22222222,-10,11,7,0.578947368421053,0.368421052631579,"2"
71,52,"1",1382,1387,18,18,82.17647059,61.11764706,76.41176471,71.70588235,19,11,5,0.611111111111111,0.277777777777778,"2"
69,55,"1",1389,1193,17,16,64.4375,75.93333333,64.25,75.8,14,8,8,0.470588235294118,0.5,"2"
85,73,"2",1132,1405,17,17,71.0625,81.6875,73.6875,80.1875,-12,6,8,0.352941176470588,0.470588235294118,"2"
86,64,"1",1416,1378,18,17,68.64705882,66.375,58.23529412,70.0625,22,13,6,0.722222222222222,0.352941176470588,"1"
82,65,"1",1455,1191,19,18,82,67.41176471,65.38888889,66.52941176,17,14,8,0.736842105263158,0.444444444444444,"2"
68,64,"1",1458,1276,18,19,76.76470588,75.27777778,60.17647059,66.22222222,4,14,12,0.777777777777778,0.631578947368421,"1"
68,56,"1",1104,1281,17,17,68.625,70.8125,62.625,70.125,12,10,5,0.588235294117647,0.294117647058824,"1"
71,57,"2",1248,1110,17,18,65.9375,61.52941176,78.9375,68.94117647,-14,5,4,0.294117647058824,0.222222222222222,"2"
78,74,"1",1120,1261,18,17,78.82352941,75.625,76,78.375,4,11,9,0.611111111111111,0.529411764705882,"1"
76,63,"1",1137,1259,20,17,73.31578947,66.625,69.10526316,71.25,13,13,8,0.65,0.470588235294118,"1"
81,74,"2",1396,1153,20,18,70.68421053,77.05882353,71,60.64705882,-7,10,15,0.5,0.833333333333333,"2"
67,58,"1",1159,1131,19,18,68.11111111,74.35294118,75.22222222,72,9,3,9,0.157894736842105,0.5,"2"
88,84,"1",1179,1356,17,19,74.25,70.88888889,77.6875,70.55555556,4,4,10,0.235294117647059,0.526315789473684,"1"
83,80,"2",1323,1199,19,19,81.11111111,86.5,66.66666667,70.44444444,-3,16,16,0.842105263157895,0.842105263157895,"2"
69,67,"2",1433,1200,19,18,75.22222222,64.47058824,65.88888889,67.94117647,-2,14,6,0.736842105263158,0.333333333333333,"2"
78,57,"1",1201,1161,17,17,73.6875,71.4375,72.4375,67.5625,21,9,9,0.529411764705882,0.529411764705882,"1"
65,63,"1",1203,1182,19,19,68.55555556,71.55555556,70.27777778,72.61111111,2,9,9,0.473684210526316,0.473684210526316,"1"
80,77,"1",1218,1169,16,16,65.86666667,76.66666667,69.46666667,82.06666667,3,6,6,0.375,0.375,"1"
85,76,"2",1119,1221,18,20,73.70588235,60.10526316,73.05882353,63.05263158,-9,7,9,0.388888888888889,0.45,"1"
69,49,"2",1133,1229,19,18,67.11111111,71.88235294,72.44444444,62.70588235,-20,7,13,0.368421052631579,0.722222222222222,"1"
78,75,"1",1231,1336,19,19,84.61111111,72.66666667,69.05555556,68.83333333,3,12,11,0.631578947368421,0.578947368421053,"2"
85,83,"2",1355,1237,19,18,72.72222222,77.05882353,79.33333333,78.88235294,-2,6,6,0.315789473684211,0.333333333333333,"2"
96,88,"1",1243,1329,18,17,75.17647059,87.25,62.41176471,78.875,8,13,9,0.722222222222222,0.529411764705882,"2"
62,57,"2",1386,1269,17,19,70.875,73.83333333,72,70,-5,8,11,0.470588235294118,0.578947368421053,"2"
82,72,"2",1146,1270,19,14,71.22222222,66,84.44444444,80.15384615,-10,4,3,0.210526315789474,0.214285714285714,"2"
73,68,"1",1283,1232,19,18,73.72222222,71.35294118,68.22222222,75.47058824,5,11,6,0.578947368421053,0.333333333333333,"2"
75,72,"2",1250,1298,17,18,77.8125,64.29411765,73.125,65.17647059,-3,9,7,0.529411764705882,0.388888888888889,"2"
97,88,"2",1176,1303,19,19,74.05555556,80.16666667,70.27777778,83.88888889,-9,11,9,0.578947368421053,0.473684210526316,"2"
83,76,"1",1305,1102,19,17,79.94444444,75.25,72.27777778,75.3125,7,15,7,0.789473684210526,0.411764705882353,"1"
72,69,"1",1320,1260,17,18,64.0625,74.88235294,69.0625,69.70588235,3,5,11,0.294117647058824,0.611111111111111,"1"
67,66,"2",1304,1326,17,19,72.375,73.66666667,73.5625,66.94444444,-1,8,11,0.470588235294118,0.578947368421053,"1"
89,87,"1",1328,1452,17,18,75.375,89.11764706,73.125,62.41176471,2,7,15,0.411764705882353,0.833333333333333,"2"
90,80,"1",1331,1377,18,20,72.05882353,73.31578947,80.94117647,72.78947368,10,3,11,0.166666666666667,0.55,"1"
57,53,"2",1196,1376,18,17,79,70.5625,67.11764706,59.625,-4,14,13,0.777777777777778,0.764705882352941,"2"
75,69,"1",1403,1395,18,17,78,77.1875,64.11764706,66.125,6,13,13,0.722222222222222,0.764705882352941,"1"
89,82,"1",1409,1408,17,18,68.5,70,68.375,78.82352941,7,9,4,0.529411764705882,0.222222222222222,"1"
70,48,"2",1142,1414,16,19,64.66666667,67.16666667,73.73333333,68,-22,3,9,0.1875,0.473684210526316,"1"
71,63,"1",1415,1168,14,16,62.53846154,75.13333333,74,79.4,8,2,6,0.142857142857143,0.375,"2"
88,47,"1",1428,1450,16,17,79.46666667,69.5625,69.93333333,73,41,10,8,0.625,0.470588235294118,"2"
71,54,"2",1130,1438,19,17,73.33333333,69.9375,73.66666667,53.4375,-17,9,13,0.473684210526316,0.764705882352941,"1"
62,61,"1",1439,1210,18,18,82.58823529,68.23529412,72.35294118,68.05882353,1,13,11,0.722222222222222,0.611111111111111,"1"
96,79,"2",1274,1448,17,18,72.75,80.17647059,59.3125,74.70588235,-17,12,10,0.705882352941177,0.555555555555556,"2"
85,83,"2",1160,1449,18,18,74.29411765,81.52941176,71.05882353,78.23529412,-2,9,8,0.5,0.444444444444444,"2"
80,70,"1",1461,1363,17,15,78.4375,69.71428571,76.1875,72.64285714,10,10,7,0.588235294117647,0.466666666666667,"2"
84,65,"2",1127,1107,17,19,66.4375,70.44444444,72.625,69.27777778,-19,6,9,0.352941176470588,0.473684210526316,"2"
73,66,"2",1425,1112,20,19,78.57894737,75.16666667,70.68421053,61.61111111,-7,16,16,0.8,0.842105263157895,"1"
77,60,"1",1125,1240,16,19,76.06666667,70.11111111,71.73333333,70.94444444,17,11,10,0.6875,0.526315789473684,"1"
99,70,"2",1337,1140,18,20,69.23529412,83.42105263,79.29411765,73.73684211,-29,4,13,0.222222222222222,0.65,"2"
73,52,"2",1342,1149,16,15,59.86666667,69.71428571,77.46666667,80.57142857,-21,2,2,0.125,0.133333333333333,"1"
75,59,"2",1350,1173,18,17,73.35294118,74.5,69.94117647,65.1875,-16,11,12,0.611111111111111,0.705882352941177,"2"
69,62,"2",1318,1174,19,18,74.77777778,62.35294118,69.22222222,70.82352941,-7,12,5,0.631578947368421,0.277777777777778,"2"
84,62,"1",1186,1319,17,18,74.25,67.94117647,77.8125,78.58823529,22,9,3,0.529411764705882,0.166666666666667,"1"
93,73,"2",1180,1189,18,18,75.05882353,73.88235294,78.23529412,73.52941176,-20,6,8,0.333333333333333,0.444444444444444,"2"
57,40,"1",1192,1383,17,19,72.125,64.66666667,80.125,75.88888889,17,6,3,0.352941176470588,0.157894736842105,"1"
75,62,"2",1190,1202,17,17,80.9375,69.5,67.625,67.375,-13,12,8,0.705882352941177,0.470588235294118,"2"
88,57,"1",1211,1365,18,19,85.58823529,66.83333333,63.88235294,65.27777778,31,17,9,0.944444444444444,0.473684210526316,"2"
83,78,"2",1144,1219,16,16,72.06666667,65.2,75,71.2,-5,7,5,0.4375,0.3125,"1"
79,67,"2",1381,1225,17,15,75.3125,67.07142857,85.625,71.57142857,-12,2,5,0.117647058823529,0.333333333333333,"2"
73,69,"2",1294,1226,16,16,68.13333333,65.8,74,80.46666667,-4,5,1,0.3125,0.0625,"1"
91,83,"1",1247,1172,16,17,81.73333333,74.625,78.46666667,70.3125,8,10,9,0.625,0.529411764705882,"1"
65,62,"2",1205,1251,17,17,70.75,65.375,73.75,68.625,-3,7,7,0.411764705882353,0.411764705882353,"2"
112,95,"2",1239,1252,17,18,73.8125,80.35294118,72.9375,81.82352941,-17,9,7,0.529411764705882,0.388888888888889,"1"
81,76,"2",1364,1253,15,19,62.85714286,71.38888889,75.5,83.94444444,-5,2,4,0.133333333333333,0.210526315789474,"2"
76,69,"2",1447,1254,16,19,65.66666667,69.94444444,66.6,70.5,-7,6,11,0.375,0.578947368421053,"2"
74,64,"2",1349,1256,17,17,83.3125,76,76.4375,64.5,-10,10,10,0.588235294117647,0.588235294117647,"2"
92,60,"1",1257,1155,19,18,75.77777778,76.58823529,62.33333333,67.82352941,32,15,11,0.789473684210526,0.611111111111111,"1"
